Time,Signal,BPM,Emotion
18:17:17,0,0,0.0
18:17:18,0,0,0.0
18:17:19,513,80,0.0
18:17:20,489,78,0.0
18:17:21,500,78,0.0
18:17:22,534,75,0.0
18:17:23,571,74,0.0
18:17:24,502,73,0.0
18:17:25,487,71,0.0
18:17:26,496,70,0.0
18:17:27,489,67,0.0
18:17:28,490,65,0.0
18:17:29,507,63,0.0
18:17:30,526,62,0.0
18:17:31,535,61,0.0
18:17:32,503,60,0.0
18:17:33,492,60,0.0
18:17:34,504,60,0.0
18:17:35,526,59,0.0
18:17:36,560,58,0.0
18:17:37,584,58,0.0
18:17:38,582,59,0.0
18:17:39,576,59,0.0
18:17:40,525,59,0.0
18:17:41,487,60,0.0
18:17:42,485,60,0.0
18:17:43,491,60,0.0
18:17:44,504,60,0.0
18:17:45,549,59,0.0
18:17:46,579,59,0.0
18:17:47,578,59,0.0
18:17:48,580,60,26.666666666666668
18:17:49,570,60,23.333333333333332
18:17:50,538,59,23.333333333333332
18:17:51,512,59,23.333333333333332
18:17:52,517,59,20.0
18:17:53,534,59,20.0
18:17:54,548,59,20.0
18:17:55,556,59,20.0
18:17:56,544,60,16.666666666666664
18:17:57,529,60,13.333333333333334
18:17:58,517,60,13.333333333333334
18:17:59,498,60,13.333333333333334
18:18:0,485,60,13.333333333333334
18:18:1,479,60,13.333333333333334
18:18:2,476,60,10.0
18:18:3,486,60,10.0
18:18:4,502,60,6.666666666666667
18:18:5,500,60,6.666666666666667
18:18:6,492,60,6.666666666666667
18:18:7,508,60,6.666666666666667
18:18:8,558,59,6.666666666666667
18:18:9,575,59,6.666666666666667
18:18:10,519,59,6.666666666666667
18:18:11,502,58,6.666666666666667
18:18:12,501,58,6.666666666666667
18:18:13,499,58,6.666666666666667
18:18:14,496,57,6.666666666666667
18:18:15,497,57,6.666666666666667
18:18:16,500,57,6.666666666666667
18:18:17,504,57,3.3333333333333335
18:18:18,501,57,0.0
18:18:19,496,57,0.0
18:18:20,498,57,0.0
18:18:21,497,57,0.0
18:18:22,497,57,0.0
18:18:24,500,57,0.0
18:18:25,498,57,0.0
18:18:26,497,58,0.0
18:18:27,501,59,3.3333333333333335
18:18:28,500,60,6.666666666666667
18:18:29,501,61,6.666666666666667
18:18:30,503,61,6.666666666666667
18:18:31,504,61,10.0
18:18:32,505,62,10.0
18:18:33,505,63,13.333333333333334
18:18:34,504,63,13.333333333333334
18:18:35,505,63,16.666666666666664
18:18:36,519,62,16.666666666666664
18:18:37,538,61,16.666666666666664
18:18:38,539,61,16.666666666666664
18:18:39,531,61,16.666666666666664
18:18:40,525,61,16.666666666666664
18:18:41,525,61,16.666666666666664
18:18:42,523,60,20.0
18:18:43,515,61,20.0
18:18:44,507,61,20.0
18:18:45,509,61,20.0
18:18:46,512,60,20.0
18:18:47,514,60,20.0
18:18:48,527,60,20.0
18:18:49,536,60,20.0
18:18:50,539,59,20.0
18:18:51,561,59,20.0
18:18:52,574,59,20.0
18:18:53,579,59,20.0
18:18:54,566,59,20.0
18:18:55,523,59,20.0
18:18:56,503,58,20.0
18:18:57,501,58,20.0
18:18:58,532,59,16.666666666666664
18:18:59,500,60,16.666666666666664
18:19:0,509,61,20.0
18:19:1,506,61,23.333333333333332
18:19:2,509,61,23.333333333333332
18:19:3,514,61,26.666666666666668
18:19:4,510,62,23.333333333333332
18:19:5,503,63,26.666666666666668
18:19:6,500,63,23.333333333333332
18:19:7,503,63,23.333333333333332
18:19:8,502,63,23.333333333333332
18:19:9,504,61,23.333333333333332
18:19:10,505,61,23.333333333333332
18:19:11,505,61,26.666666666666668
18:19:12,505,61,26.666666666666668
18:19:13,503,62,23.333333333333332
18:19:14,504,62,23.333333333333332
18:19:15,504,61,23.333333333333332
18:19:16,503,61,26.666666666666668
18:19:17,503,61,26.666666666666668
18:19:18,501,61,26.666666666666668
18:19:19,502,61,26.666666666666668
18:19:20,502,60,26.666666666666668
18:19:21,503,60,30.0
18:19:22,504,60,33.33333333333333
18:19:23,504,60,33.33333333333333
18:19:24,500,60,33.33333333333333
18:19:25,500,60,33.33333333333333
18:19:26,502,60,36.666666666666664
18:19:27,500,61,36.666666666666664
18:19:28,500,61,36.666666666666664
18:19:29,500,61,33.33333333333333
18:19:30,521,61,30.0
18:19:31,557,61,26.666666666666668
18:19:32,562,60,23.333333333333332
18:19:33,546,60,20.0
18:19:34,544,60,20.0
18:19:35,531,60,20.0
18:19:36,572,60,16.666666666666664
18:19:37,596,60,16.666666666666664
18:19:38,592,60,16.666666666666664
18:19:39,575,60,16.666666666666664
18:19:40,565,60,16.666666666666664
18:19:41,564,60,16.666666666666664
18:19:42,559,60,13.333333333333334
18:19:43,515,60,13.333333333333334
18:19:44,502,59,13.333333333333334
18:19:45,503,59,13.333333333333334
18:19:46,578,60,13.333333333333334
18:19:47,495,60,16.666666666666664
18:19:48,489,60,13.333333333333334
18:19:49,492,60,16.666666666666664
18:19:50,494,60,20.0
18:19:51,504,61,20.0
18:19:52,509,61,23.333333333333332
18:19:53,503,62,20.0
18:19:54,501,63,16.666666666666664
18:19:55,500,63,16.666666666666664
18:19:56,531,65,20.0
18:19:57,509,67,23.333333333333332
18:19:58,504,70,20.0
18:19:59,501,71,20.0
18:20:0,502,70,23.333333333333332
18:20:1,504,69,26.666666666666668
18:20:3,500,67,30.0
18:20:4,499,66,30.0
18:20:5,498,65,30.0
18:20:6,497,63,33.33333333333333
18:20:7,495,61,33.33333333333333
18:20:8,494,59,33.33333333333333
18:20:9,493,58,33.33333333333333
18:20:10,499,58,33.33333333333333
18:20:11,501,59,33.33333333333333
18:20:12,501,60,33.33333333333333
18:20:13,499,61,33.33333333333333
18:20:14,498,61,33.33333333333333
18:20:15,496,61,33.33333333333333
18:20:16,537,61,33.33333333333333
18:20:17,579,62,30.0
18:20:18,573,63,30.0
18:20:19,568,62,26.666666666666668
18:20:20,533,61,23.333333333333332
18:20:21,502,61,23.333333333333332
18:20:22,501,61,23.333333333333332
18:20:23,499,60,20.0
18:20:24,500,59,23.333333333333332
18:20:25,502,59,23.333333333333332
18:20:26,503,58,23.333333333333332
18:20:27,506,57,20.0
18:20:28,505,57,16.666666666666664
18:20:29,500,56,16.666666666666664
18:20:30,488,56,16.666666666666664
18:20:31,512,56,13.333333333333334
18:20:32,484,55,13.333333333333334
18:20:33,597,55,10.0
18:20:34,501,55,10.0
18:20:35,496,54,13.333333333333334
18:20:36,497,54,16.666666666666664
18:20:37,500,55,20.0
18:20:38,498,55,20.0
18:20:39,500,54,20.0
18:20:40,498,54,23.333333333333332
18:20:41,501,54,23.333333333333332
18:20:42,502,55,26.666666666666668
18:20:43,500,56,30.0
18:20:44,502,56,30.0
18:20:45,509,57,30.0
18:20:46,510,57,33.33333333333333
18:20:47,531,55,33.33333333333333
18:20:48,511,55,33.33333333333333
18:20:49,502,55,33.33333333333333
18:20:50,499,55,33.33333333333333
18:20:51,500,56,33.33333333333333
18:20:52,503,56,36.666666666666664
18:20:53,504,56,40.0
18:20:54,504,56,40.0
