Time,Signal,BPM,Emotion
17:53:25,0,0,0.0
17:53:26,0,0,0.0
17:53:27,499,60,0.0
17:53:28,505,60,0.0
17:53:29,512,60,0.0
17:53:30,510,60,0.0
17:53:31,519,60,0.0
17:53:32,498,60,0.0
17:53:33,507,60,0.0
17:53:34,508,60,0.0
17:53:35,504,60,0.0
17:53:36,505,60,0.0
17:53:37,503,60,0.0
17:53:38,502,60,0.0
17:53:39,502,64,0.0
17:53:40,502,63,0.0
17:53:41,501,63,0.0
17:53:42,521,62,0.0
17:53:43,557,63,0.0
17:53:44,485,63,0.0
17:53:45,504,63,0.0
17:53:46,512,63,0.0
17:53:47,511,63,0.0
17:53:48,508,63,0.0
17:53:49,502,63,0.0
17:53:50,497,63,0.0
17:53:51,494,63,0.0
17:53:52,498,64,0.0
17:53:53,502,63,0.0
17:53:54,500,63,0.0
17:53:55,500,63,0.0
17:53:56,498,62,0.0
17:53:57,498,62,0.0
17:53:58,497,62,0.0
17:53:59,499,62,0.0
17:54:0,500,61,0.0
17:54:1,500,61,0.0
17:54:2,499,60,0.0
17:54:3,500,60,30.0
17:54:4,500,59,26.666666666666668
17:54:5,500,59,23.333333333333332
17:54:6,500,59,23.333333333333332
17:54:7,498,58,20.0
17:54:8,498,58,20.0
17:54:9,497,59,20.0
17:54:10,499,59,16.666666666666664
17:54:11,494,58,16.666666666666664
17:54:12,485,58,16.666666666666664
17:54:13,511,57,13.333333333333334
17:54:14,497,57,13.333333333333334
17:54:16,487,56,10.0
17:54:17,633,56,10.0
17:54:18,520,56,10.0
17:54:19,519,56,10.0
17:54:20,496,56,13.333333333333334
17:54:21,492,55,16.666666666666664
17:54:22,494,55,16.666666666666664
17:54:23,493,55,16.666666666666664
17:54:24,494,55,16.666666666666664
17:54:25,487,55,20.0
17:54:26,504,55,23.333333333333332
17:54:27,512,55,23.333333333333332
17:54:28,484,55,26.666666666666668
17:54:29,561,55,26.666666666666668
17:54:30,500,55,26.666666666666668
17:54:31,496,54,26.666666666666668
17:54:32,499,54,26.666666666666668
17:54:33,499,54,26.666666666666668
17:54:34,500,54,26.666666666666668
17:54:35,501,54,23.333333333333332
17:54:36,500,54,23.333333333333332
17:54:37,500,55,23.333333333333332
17:54:38,501,55,26.666666666666668
17:54:39,500,55,26.666666666666668
17:54:40,513,55,30.0
17:54:41,508,56,26.666666666666668
17:54:42,497,56,30.0
17:54:43,499,56,30.0
17:54:44,575,56,30.0
17:54:45,550,56,30.0
17:54:46,535,56,30.0
17:54:47,501,56,30.0
17:54:48,501,56,33.33333333333333
17:54:49,499,56,36.666666666666664
17:54:50,500,56,36.666666666666664
17:54:51,501,56,33.33333333333333
17:54:52,499,56,33.33333333333333
17:54:53,499,56,33.33333333333333
17:54:54,500,56,33.33333333333333
17:54:55,500,57,33.33333333333333
17:54:56,502,57,33.33333333333333
17:54:57,499,57,30.0
17:54:58,500,58,26.666666666666668
17:54:59,499,58,26.666666666666668
17:55:0,500,59,23.333333333333332
17:55:1,499,59,23.333333333333332
17:55:2,499,59,23.333333333333332
17:55:3,499,59,23.333333333333332
17:55:4,496,59,23.333333333333332
17:55:5,497,59,20.0
17:55:6,492,59,20.0
17:55:7,486,59,20.0
17:55:8,481,58,20.0
17:55:9,486,58,16.666666666666664
17:55:10,484,58,16.666666666666664
17:55:11,480,58,16.666666666666664
17:55:12,480,58,16.666666666666664
17:55:13,491,58,13.333333333333334
17:55:14,504,58,13.333333333333334
17:55:15,516,58,13.333333333333334
17:55:16,525,58,13.333333333333334
17:55:17,513,58,13.333333333333334
17:55:18,509,58,10.0
17:55:19,515,59,6.666666666666667
17:55:20,506,59,6.666666666666667
17:55:21,481,59,10.0
17:55:22,484,60,6.666666666666667
17:55:23,487,60,10.0
17:55:24,514,59,10.0
17:55:25,490,59,10.0
17:55:26,471,59,10.0
17:55:27,480,59,10.0
17:55:28,472,59,13.333333333333334
17:55:29,489,59,16.666666666666664
17:55:30,613,58,20.0
17:55:31,506,58,20.0
17:55:32,499,57,23.333333333333332
17:55:33,496,56,23.333333333333332
17:55:34,500,55,23.333333333333332
17:55:35,493,55,23.333333333333332
17:55:36,492,55,23.333333333333332
17:55:37,496,55,23.333333333333332
17:55:38,491,56,26.666666666666668
17:55:39,499,57,30.0
17:55:40,493,58,33.33333333333333
17:55:41,490,58,33.33333333333333
17:55:42,495,57,33.33333333333333
17:55:43,499,57,36.666666666666664
17:55:44,501,56,36.666666666666664
17:55:45,547,57,36.666666666666664
17:55:46,499,57,36.666666666666664
17:55:47,500,56,40.0
17:55:48,502,56,40.0
17:55:50,499,54,40.0
17:55:51,508,52,40.0
17:55:52,501,51,40.0
17:55:53,493,51,43.333333333333336
17:55:54,499,52,43.333333333333336
17:55:55,517,53,43.333333333333336
17:55:56,567,53,40.0
17:55:57,530,53,40.0
17:55:58,498,54,43.333333333333336
17:55:59,499,54,43.333333333333336
17:56:0,498,55,43.333333333333336
17:56:1,500,55,43.333333333333336
17:56:2,499,57,43.333333333333336
17:56:3,500,57,40.0
17:56:4,500,58,33.33333333333333
17:56:5,498,58,33.33333333333333
17:56:6,498,58,33.33333333333333
17:56:7,500,58,33.33333333333333
17:56:8,496,59,33.33333333333333
17:56:9,497,59,33.33333333333333
17:56:10,496,59,30.0
17:56:11,500,59,26.666666666666668
17:56:12,499,59,23.333333333333332
17:56:13,500,59,23.333333333333332
17:56:14,501,59,20.0
17:56:15,502,59,16.666666666666664
17:56:16,505,60,16.666666666666664
17:56:17,563,61,16.666666666666664
17:56:18,585,61,13.333333333333334
17:56:19,591,61,13.333333333333334
17:56:20,599,61,13.333333333333334
17:56:21,601,61,13.333333333333334
17:56:22,602,61,13.333333333333334
17:56:23,561,61,10.0
