Time,Signal,BPM,Emotion,,,,,,,
11:02:11,500,53,0,11:13:43,508,60,0,,,
11:02:13,500,53,0,11:13:44,509,60,0,,,
11:02:14,501,53,0,11:13:45,509,60,0,,,
11:02:15,502,53,0,11:13:46,508,60,0,,,
11:02:16,502,53,0,11:13:47,506,60,0,,,
11:02:17,503,53,0,11:13:48,510,60,0,,,
11:02:18,508,53,0,11:13:49,512,60,0,,,
11:02:19,508,53,0,11:13:50,508,60,0,,,
11:02:20,509,53,0,11:13:51,504,60,0,,,
11:02:21,508,53,0,11:13:52,504,60,0,,,
11:02:22,505,53,0,11:13:53,506,60,0,,,
11:02:23,501,53,0,11:13:54,506,60,0,,,
11:02:24,503,53,0,11:13:55,506,60,0,,,
11:02:25,503,53,0,11:13:56,509,60,0,,,
11:02:26,509,53,0,11:13:57,509,60,0,,,
11:02:27,507,53,0,11:13:58,510,60,0,,,
11:02:28,504,53,0,11:13:59,511,60,0,,,
11:02:29,504,53,0,11:14:00,510,60,0,,,
11:02:30,503,53,0,11:14:01,507,60,0,,,
11:02:31,504,53,0,11:14:02,506,60,0,,,
11:02:32,514,53,0,11:14:03,505,60,0,,,
11:02:33,519,53,0,11:14:04,503,60,0,,,
11:02:34,524,53,0,11:14:05,502,60,0,,,
11:02:35,536,53,0,11:14:06,501,60,0,,,
11:02:36,522,53,0,11:14:07,502,60,0,,,
11:02:37,518,53,0,11:14:08,502,60,0,,,
11:02:38,508,53,0,11:14:09,503,60,0,,,
11:02:39,509,53,0,11:14:10,505,60,0,,,
11:02:40,501,53,0,11:14:11,503,60,0,,,
11:02:41,501,53,0,11:14:12,520,60,0,,,
11:02:42,503,53,0,11:14:13,513,60,0,,,
11:02:43,528,53,0,11:14:14,505,60,0,,,
11:02:44,507,53,0,11:14:15,508,60,0,,,
11:02:45,509,53,0,11:14:16,509,60,0,,,
11:02:46,507,53,0,11:14:17,509,60,0,,,
11:02:47,503,53,0,11:14:18,507,60,0,,,
11:02:48,502,53,0,11:14:20,507,60,0,,,
11:02:49,503,53,0,11:14:21,513,60,0,,,
11:02:50,504,53,0,11:14:22,509,60,0,,,
11:02:51,503,53,0,11:14:23,510,60,0,,,
11:02:52,504,53,0,11:14:24,508,60,0,,,
11:02:53,503,53,0,11:14:25,506,60,0,,,
11:02:54,520,53,0,11:14:26,506,60,0,,,
11:02:55,502,53,0,11:14:27,510,60,0,,,
11:02:56,510,53,0,11:14:28,510,60,0,,,
11:02:57,508,53,0,11:14:29,504,60,0,,,
11:02:58,503,53,0,11:14:30,503,60,0,,,
11:02:59,501,53,0,11:14:31,505,60,0,,,
11:03:00,504,53,0,11:14:32,506,60,0,,,
11:03:01,502,53,0,11:14:33,507,60,0,,,
11:03:02,502,53,0,11:14:34,507,60,0,,,
11:03:03,508,53,0,11:14:35,508,60,0,,,
11:03:04,509,53,0,11:14:36,509,60,0,,,
11:03:05,508,53,0,11:14:37,511,60,0,,,
11:03:06,503,53,0,11:14:38,509,60,0,,,
11:03:07,504,53,0,11:14:39,513,60,0,,,
11:03:08,503,53,0,11:14:40,507,60,0,,,
11:03:09,502,53,0,11:14:41,502,60,0,,,
11:03:10,502,53,0,11:14:42,540,60,0,,,
11:03:11,504,53,0,11:14:43,517,60,0,,,
11:03:12,503,53,0,11:14:44,505,60,0,,,
11:03:13,506,53,0,11:14:45,506,60,0,,,
11:03:14,527,53,0,11:14:46,498,60,0,,,
11:03:15,508,53,0,11:14:47,500,60,0,,,
11:03:16,508,53,0,11:14:48,499,60,0,,,
11:03:17,513,53,0,11:14:49,507,60,0,,,
11:03:18,522,53,0,11:14:50,502,60,0,,,
11:03:19,528,53,0,11:14:51,520,60,0,,,
11:03:20,529,53,0,11:14:52,502,60,0,,,
11:03:21,506,53,0,11:14:53,504,60,0,,,
11:03:22,510,53,0,11:14:54,504,60,0,,,
11:03:23,503,53,0,11:14:55,506,60,0,,,
11:03:24,503,53,0,11:14:56,508,60,0,,,
11:03:25,504,53,0,11:14:57,510,60,0,,,
11:03:26,503,53,0,11:14:58,512,60,0,,,
11:03:27,502,53,0,11:14:59,518,60,0,,,
11:03:28,503,53,0,11:15:00,526,60,0,,,
11:03:29,504,53,0,11:15:01,524,60,0,,,
11:03:30,505,53,0,11:15:02,513,60,0,,,
11:03:31,504,53,0,11:15:03,504,60,0,,,
11:03:32,508,53,0,11:15:04,514,60,0,,,
11:03:33,512,53,0,11:15:05,510,60,0,,,
11:03:34,512,53,0,11:15:06,497,60,0,,,
11:03:35,513,53,0,11:15:07,497,60,0,,,
11:03:36,511,53,0,11:15:08,503,60,0,,,
11:03:37,505,53,0,11:15:09,504,60,0,,,
11:03:38,513,53,0,11:15:10,532,60,0,,,
11:03:39,546,53,0,11:15:11,498,60,0,,,
11:03:40,509,53,0,11:15:12,501,60,0,,,
11:03:41,504,53,0,11:15:13,503,60,0,,,
11:03:42,502,53,0,11:15:14,519,60,0,,,
11:03:43,502,53,0,11:15:15,538,60,0,,,
11:03:44,504,53,0,11:15:16,516,60,0,,,
11:03:45,501,64,0,11:15:17,503,60,0,,,
11:03:46,500,64,0,11:15:18,503,60,0,,,
11:03:47,513,63,0,11:15:19,502,60,0,,,
11:03:48,521,63,0,11:15:20,502,60,0,,,
11:03:49,508,63,0,11:15:21,502,60,0,,,
11:03:50,503,62,0,11:15:22,503,60,0,,,
11:03:51,503,62,0,11:15:23,504,58,0,,,
11:03:52,503,61,0,11:15:24,496,58,0,,,
11:03:53,502,60,0,11:15:25,497,58,0,,,
11:03:54,517,60,0,11:15:26,504,58,0,,,
11:03:55,511,61,0,11:15:27,504,59,0,,,
11:03:56,510,62,0,11:15:28,502,59,0,,,
11:03:57,505,63,0,11:15:29,499,59,0,,,
11:03:58,504,64,0,11:15:30,496,58,0,,,
11:03:59,503,65,0,11:15:31,496,58,0,,,
11:04:00,503,65,0,11:15:32,497,59,0,,,
11:04:01,504,65,0,11:15:33,498,59,0,,,
11:04:02,505,65,0,11:15:34,498,59,0,,,
11:04:03,505,64,0,11:15:35,497,59,0,,,
11:04:04,506,63,0,11:15:36,499,59,0,,,
11:04:05,511,61,0,11:15:37,501,59,0,,,
11:04:06,507,60,0,11:15:38,504,60,0,,,
11:04:07,508,59,0,11:15:39,503,60,0,,,
11:04:08,508,58,0,11:15:40,504,61,0,,,
11:04:09,513,57,0,11:15:41,502,61,0,,,
11:04:10,511,57,0,11:15:42,501,61,0,,,
11:04:11,510,57,0,11:15:43,503,61,0,,,
11:04:12,511,58,33.33333333,11:15:44,511,61,0,,,
11:04:13,506,58,36.66666667,11:15:45,517,64,0,,,
11:04:14,509,59,33.33333333,11:15:46,511,64,0,,,
11:04:15,509,59,33.33333333,11:15:47,505,64,0,,,
11:04:17,509,59,30,11:15:48,498,65,0,,,
11:04:18,507,58,30,11:15:49,501,65,0,,,
11:04:19,512,58,30,11:15:50,505,66,0,,,
11:04:20,522,58,30,11:15:51,505,66,46.66666667,,,
11:04:21,527,58,26.66666667,11:15:52,503,67,43.33333333,,,
11:04:22,518,58,26.66666667,11:15:53,514,67,40,,,
11:04:23,506,58,26.66666667,11:15:54,505,68,40,,,
11:04:24,505,57,26.66666667,11:15:55,502,68,40,,,
11:04:25,504,57,26.66666667,11:15:56,505,68,40,,,
11:04:26,504,57,23.33333333,11:15:57,505,67,40,,,
11:04:27,530,58,20,11:15:58,503,67,40,,,
11:04:28,511,60,23.33333333,11:15:59,504,66,40,,,
11:04:29,502,62,26.66666667,11:16:00,502,65,40,,,
11:04:30,503,63,26.66666667,11:16:01,502,63,36.66666667,,,
11:04:31,503,63,26.66666667,11:16:02,500,62,36.66666667,,,
11:04:32,506,63,30,11:16:03,498,60,36.66666667,,,
11:04:33,509,56,30,11:16:04,499,59,36.66666667,,,
11:04:34,516,55,33.33333333,11:16:05,497,59,36.66666667,,,
11:04:35,516,55,33.33333333,11:16:06,496,58,36.66666667,,,
11:04:36,509,52,36.66666667,11:16:07,496,58,36.66666667,,,
11:04:37,503,52,40,11:16:08,500,58,33.33333333,,,
11:04:38,502,52,43.33333333,11:16:09,503,58,33.33333333,,,
11:04:39,503,51,43.33333333,11:16:10,509,58,33.33333333,,,
11:04:40,504,50,43.33333333,11:16:11,510,58,33.33333333,,,
11:04:41,503,50,43.33333333,11:16:12,510,59,36.66666667,,,
11:04:42,504,51,46.66666667,11:16:13,510,59,33.33333333,,,
11:04:43,520,57,46.66666667,11:16:15,511,58,33.33333333,,,
11:04:44,517,60,43.33333333,11:16:16,510,58,33.33333333,,,
11:04:45,506,64,40,11:16:17,508,58,33.33333333,,,
11:04:46,505,64,36.66666667,11:16:18,510,58,33.33333333,,,
11:04:47,510,64,40,11:16:19,519,57,33.33333333,,,
11:04:48,513,64,36.66666667,11:16:20,517,57,30,,,
11:04:49,497,65,40,11:16:21,508,57,30,,,
11:04:50,519,66,43.33333333,11:16:22,505,57,26.66666667,,,
11:04:51,521,67,46.66666667,11:16:23,505,57,26.66666667,,,
11:04:52,500,68,50,11:16:24,505,56,26.66666667,,,
11:04:53,504,68,50,11:16:25,504,56,23.33333333,,,
11:04:54,497,68,50,11:16:26,504,56,20,,,
11:04:55,496,68,53.33333333,11:16:27,505,56,16.66666667,,,
11:04:56,499,68,56.66666667,11:16:28,504,57,13.33333333,,,
11:04:57,502,68,56.66666667,11:16:29,505,57,13.33333333,,,
11:04:58,523,68,56.66666667,11:16:30,505,58,13.33333333,,,
11:04:59,507,68,56.66666667,11:16:31,507,59,13.33333333,,,
11:05:00,501,70,53.33333333,11:16:32,514,60,16.66666667,,,
11:05:01,499,73,53.33333333,11:16:33,517,61,16.66666667,,,
11:05:02,502,75,50,11:16:34,510,62,16.66666667,,,
11:05:03,529,80,46.66666667,11:16:35,508,62,16.66666667,,,
11:05:04,506,82,46.66666667,11:16:36,511,63,16.66666667,,,
11:05:05,508,81,46.66666667,11:16:37,509,63,16.66666667,,,
11:05:06,502,79,46.66666667,11:16:38,507,64,13.33333333,,,
11:05:07,503,78,43.33333333,11:16:39,505,65,13.33333333,,,
11:05:08,504,76,43.33333333,11:16:40,507,66,16.66666667,,,
11:05:09,504,74,40,11:16:41,517,67,20,,,
11:05:10,543,70,40,11:16:42,508,67,23.33333333,,,
11:05:11,522,68,40,11:16:43,510,68,23.33333333,,,
11:05:12,495,67,36.66666667,11:16:44,505,68,20,,,
11:05:13,506,66,36.66666667,11:16:45,504,69,20,,,
11:05:14,518,66,36.66666667,11:16:46,508,69,16.66666667,,,
11:05:15,512,65,36.66666667,11:16:47,521,70,16.66666667,,,
11:05:16,502,65,36.66666667,11:16:48,511,69,16.66666667,,,
11:05:17,498,64,33.33333333,11:16:49,511,69,16.66666667,,,
11:05:18,497,63,33.33333333,11:16:50,505,69,16.66666667,,,
11:05:19,496,63,30,11:16:51,504,69,16.66666667,,,
11:05:20,504,63,30,11:16:52,509,70,16.66666667,,,
11:05:21,502,63,30,11:16:53,512,69,16.66666667,,,
11:05:22,500,63,30,11:16:54,507,69,20,,,
11:05:23,499,63,30,11:16:55,510,69,20,,,
11:05:24,499,62,30,11:16:56,506,69,20,,,
11:05:25,502,62,26.66666667,11:16:57,507,69,20,,,
11:05:26,545,64,23.33333333,11:16:58,507,68,20,,,
11:05:27,500,65,26.66666667,11:16:59,507,68,16.66666667,,,
11:05:28,510,65,26.66666667,11:17:00,507,68,16.66666667,,,
11:05:29,501,65,26.66666667,11:17:01,519,66,16.66666667,,,
11:05:30,502,65,26.66666667,11:17:02,513,66,13.33333333,,,
11:05:31,501,65,26.66666667,11:17:03,510,66,13.33333333,,,
11:05:32,502,65,26.66666667,11:17:04,509,67,13.33333333,,,
11:05:33,538,68,30,11:17:05,505,67,13.33333333,,,
11:05:34,501,68,33.33333333,11:17:06,505,67,13.33333333,,,
11:05:35,504,69,33.33333333,11:17:07,515,68,13.33333333,,,
11:05:36,502,69,30,11:17:08,520,68,13.33333333,,,
11:05:37,502,69,30,11:17:09,506,68,13.33333333,,,
11:05:38,501,69,30,11:17:10,510,69,10,,,
11:05:39,535,70,30,11:17:11,505,69,6.666666667,,,
11:05:40,500,70,33.33333333,11:17:12,504,68,3.333333333,,,
11:05:41,511,70,33.33333333,11:17:13,508,68,3.333333333,,,
11:05:42,500,70,33.33333333,11:17:14,511,70,6.666666667,,,
11:05:43,512,70,36.66666667,11:17:15,507,70,6.666666667,,,
11:05:44,506,71,36.66666667,11:17:16,509,69,6.666666667,,,
11:05:45,504,73,40,11:17:17,505,69,6.666666667,,,
11:05:46,538,76,40,11:17:18,505,69,6.666666667,,,
11:05:47,502,76,43.33333333,11:17:19,506,69,6.666666667,,,
11:05:48,512,76,46.66666667,11:17:20,516,70,6.666666667,,,
11:05:49,501,76,46.66666667,11:17:21,507,70,6.666666667,,,
11:05:50,500,75,43.33333333,11:17:22,506,69,10,,,
11:05:51,503,74,40,11:17:23,504,69,13.33333333,,,
11:05:52,504,73,36.66666667,11:17:24,506,70,10,,,
11:05:53,503,71,36.66666667,11:17:25,505,70,10,,,
11:05:54,506,70,40,11:17:26,515,69,10,,,
11:05:55,501,70,40,11:17:27,520,69,10,,,
11:05:56,505,70,43.33333333,11:17:28,511,68,10,,,
11:05:57,504,69,40,11:17:29,508,68,10,,,
11:05:58,502,69,40,11:17:30,508,68,10,,,
11:05:59,502,68,36.66666667,11:17:31,505,68,13.33333333,,,
11:06:00,502,67,36.66666667,11:17:32,506,70,13.33333333,,,
11:06:01,502,67,36.66666667,11:17:33,503,71,16.66666667,,,
11:06:02,502,66,36.66666667,11:17:34,504,72,16.66666667,,,
11:06:03,550,64,33.33333333,11:17:35,521,74,16.66666667,,,
11:06:04,508,63,33.33333333,11:17:36,510,76,16.66666667,,,
11:06:05,503,63,30,11:17:37,504,78,20,,,
11:06:06,523,62,33.33333333,11:17:38,516,80,20,,,
11:06:07,549,61,36.66666667,11:17:39,504,78,20,,,
11:06:08,514,61,36.66666667,11:17:40,506,75,23.33333333,,,
11:06:09,506,60,33.33333333,11:17:41,508,74,26.66666667,,,
11:06:10,503,60,33.33333333,11:17:42,502,73,30,,,
11:06:11,503,60,33.33333333,11:17:43,504,73,30,,,
11:06:12,502,59,33.33333333,11:17:44,505,71,26.66666667,,,
11:06:13,503,59,33.33333333,11:17:45,532,69,26.66666667,,,
11:06:14,502,58,30,11:17:46,518,68,26.66666667,,,
11:06:15,502,58,30,11:17:47,499,67,26.66666667,,,
11:06:16,503,58,26.66666667,11:17:48,506,67,26.66666667,,,
11:06:17,503,58,30,11:17:49,504,69,30,,,
11:06:18,501,58,26.66666667,11:17:50,536,70,33.33333333,,,
11:06:20,501,58,23.33333333,11:17:51,514,70,36.66666667,,,
11:06:21,502,58,23.33333333,11:17:52,502,70,36.66666667,,,
11:06:22,503,59,23.33333333,11:17:53,503,69,33.33333333,,,
11:06:23,502,59,23.33333333,11:17:54,508,68,33.33333333,,,
11:06:24,501,59,23.33333333,11:17:55,514,68,33.33333333,,,
,,,,11:17:56,502,68,36.66666667,,,
,,,,11:17:57,997,71,40,,,
,,,,11:17:58,997,71,40,,,
,,,,11:17:59,997,71,40,,,
