Time,Signal,BPM,Emotion,,,,,,
14:19:42,521,59,33.33333333,503,67,30,,,
14:19:43,521,59,33.33333333,503,64,30,,,
14:19:44,525,59,33.33333333,504,60,30,,,
14:19:45,517,59,33.33333333,506,61,26.66666667,,,
14:19:46,507,60,30,507,61,23.33333333,,,
14:19:47,504,61,30,507,64,23.33333333,,,
14:19:48,502,63,33.33333333,504,68,26.66666667,,,
14:19:49,513,65,36.66666667,506,68,26.66666667,,,
14:19:50,515,66,36.66666667,506,68,26.66666667,,,
14:19:51,510,67,36.66666667,505,71,30,,,
14:19:52,508,67,36.66666667,506,76,33.33333333,,,
14:19:53,508,68,36.66666667,507,76,36.66666667,,,
14:19:54,502,70,36.66666667,505,76,40,,,
14:19:55,508,70,36.66666667,505,76,40,,,
14:19:56,524,68,36.66666667,508,72,40,,,
14:19:57,511,68,36.66666667,513,68,40,,,
14:19:58,513,68,33.33333333,506,68,36.66666667,,,
14:19:59,511,67,33.33333333,507,68,36.66666667,,,
14:20:00,516,67,36.66666667,504,68,33.33333333,,,
14:20:01,504,67,40,506,65,33.33333333,,,
14:20:03,497,67,40,507,61,36.66666667,,,
14:20:04,499,66,43.33333333,503,61,40,,,
14:20:05,501,65,43.33333333,504,60,40,,,
14:20:06,501,64,43.33333333,509,60,36.66666667,,,
14:20:07,502,63,43.33333333,509,60,33.33333333,,,
14:20:08,505,63,40,512,60,33.33333333,,,
14:20:09,514,66,43.33333333,525,60,33.33333333,,,
14:20:10,502,66,46.66666667,528,60,33.33333333,,,
14:20:11,504,66,46.66666667,513,61,33.33333333,,,
14:20:12,505,67,46.66666667,510,61,33.33333333,,,
14:20:13,505,67,46.66666667,509,61,36.66666667,,,
14:20:14,504,67,46.66666667,510,62,36.66666667,,,
14:20:15,513,69,46.66666667,511,62,36.66666667,,,
14:20:16,508,69,50,511,62,36.66666667,,,
14:20:17,503,69,46.66666667,513,62,36.66666667,,,
14:20:18,505,69,43.33333333,512,62,36.66666667,,,
14:20:19,504,68,43.33333333,509,62,33.33333333,,,
14:20:20,505,67,43.33333333,507,61,33.33333333,,,
14:20:21,507,66,46.66666667,507,61,33.33333333,,,
14:20:22,508,65,43.33333333,506,62,30,,,
14:20:23,504,65,43.33333333,507,61,30,,,
14:20:24,509,64,40,506,61,30,,,
14:20:25,506,66,43.33333333,505,61,30,,,
14:20:26,504,66,46.66666667,507,61,30,,,
14:20:27,513,70,43.33333333,507,61,30,,,
14:20:28,507,72,43.33333333,505,61,30,,,
14:20:29,513,89,43.33333333,508,61,26.66666667,,,
14:20:30,510,92,40,506,61,26.66666667,,,
14:20:31,504,93,36.66666667,504,61,26.66666667,,,
14:20:32,525,92,33.33333333,504,61,23.33333333,,,
14:20:33,507,92,30,503,61,23.33333333,,,
14:20:34,526,94,33.33333333,510,62,26.66666667,,,
14:20:35,506,91,33.33333333,522,62,26.66666667,,,
14:20:36,510,85,33.33333333,517,62,26.66666667,,,
14:20:37,510,86,33.33333333,510,62,26.66666667,,,
14:20:38,505,103,30,506,63,26.66666667,,,
14:20:39,514,114,30,506,63,30,,,
14:20:40,505,115,30,506,62,33.33333333,,,
14:20:41,504,114,33.33333333,506,62,33.33333333,,,
14:20:42,504,112,33.33333333,508,62,33.33333333,,,
14:20:43,520,102,30,508,61,30,,,
14:20:44,506,94,33.33333333,508,61,30,,,
14:20:45,508,85,33.33333333,510,60,30,,,
14:20:46,511,80,36.66666667,515,60,30,,,
14:20:47,513,73,36.66666667,517,60,30,,,
14:20:48,507,70,36.66666667,515,66,26.66666667,,,
14:20:49,503,70,36.66666667,507,66,30,,,
14:20:50,502,69,36.66666667,505,66,30,,,
14:20:51,503,67,36.66666667,508,67,26.66666667,,,
14:20:52,503,66,36.66666667,507,68,30,,,
14:20:53,503,65,36.66666667,508,73,26.66666667,,,
14:20:54,503,64,36.66666667,506,81,26.66666667,,,
14:20:55,540,64,36.66666667,506,82,30,,,
14:20:56,507,65,36.66666667,521,74,33.33333333,,,
14:20:57,512,65,36.66666667,511,76,33.33333333,,,
14:20:58,510,64,40,504,78,36.66666667,,,
14:20:59,509,63,40,505,77,36.66666667,,,
14:21:00,505,63,40,506,76,40,,,
14:21:01,503,63,43.33333333,508,76,40,,,
14:21:02,502,63,43.33333333,518,68,43.33333333,,,
14:21:03,500,63,43.33333333,508,69,43.33333333,,,
14:21:04,499,63,40,511,69,40,,,
14:21:05,500,62,40,504,69,43.33333333,,,
14:21:06,501,62,40,508,69,43.33333333,,,
14:21:07,502,61,43.33333333,507,71,46.66666667,,,
14:21:08,501,62,43.33333333,511,72,46.66666667,,,
14:21:09,510,64,40,508,72,46.66666667,,,
14:21:10,505,66,43.33333333,505,71,43.33333333,,,
14:21:11,503,66,40,503,71,43.33333333,,,
14:21:12,505,66,43.33333333,503,70,43.33333333,,,
14:21:13,505,66,43.33333333,503,69,43.33333333,,,
14:21:14,506,67,40,506,69,43.33333333,,,
14:21:15,506,67,36.66666667,507,68,43.33333333,,,
14:21:16,504,67,33.33333333,507,66,43.33333333,,,
14:21:17,506,67,33.33333333,508,66,46.66666667,,,
14:21:18,528,66,33.33333333,505,65,50,,,
14:21:19,506,65,30,507,65,50,,,
14:21:20,509,65,30,509,64,46.66666667,,,
14:21:21,509,65,26.66666667,512,64,46.66666667,,,
14:21:22,509,65,30,512,63,43.33333333,,,
14:21:23,508,64,30,507,62,43.33333333,,,
14:21:24,506,65,30,508,62,40,,,
14:21:25,502,65,30,511,61,36.66666667,,,
14:21:26,502,64,26.66666667,509,60,33.33333333,,,
14:21:27,504,63,26.66666667,512,59,36.66666667,,,
14:21:28,506,63,26.66666667,509,59,33.33333333,,,
14:21:29,506,62,30,507,59,33.33333333,,,
14:21:30,513,62,30,506,60,30,,,
14:21:31,504,65,30,504,61,33.33333333,,,
14:21:32,502,67,33.33333333,504,61,33.33333333,,,
14:21:33,504,68,33.33333333,506,61,33.33333333,,,
14:21:34,506,69,33.33333333,505,62,36.66666667,,,
14:21:35,506,69,36.66666667,509,61,33.33333333,,,
14:21:36,507,69,40,511,60,33.33333333,,,
14:21:37,506,69,40,512,60,30,,,
14:21:38,506,70,40,514,60,33.33333333,,,
14:21:40,504,73,43.33333333,510,60,30,,,
14:21:41,504,71,43.33333333,509,59,30,,,
14:21:42,503,69,46.66666667,509,58,33.33333333,,,
14:21:43,504,67,43.33333333,508,58,33.33333333,,,
14:21:44,528,67,43.33333333,510,58,33.33333333,,,
14:21:45,504,68,46.66666667,513,58,33.33333333,,,
14:21:46,504,68,46.66666667,505,60,36.66666667,,,
14:21:47,500,68,50,521,64,40,,,
14:21:48,500,66,50,510,74,40,,,
14:21:49,500,62,50,506,73,40,,,
14:21:50,501,61,50,505,73,40,,,
14:21:51,505,61,46.66666667,508,73,40,,,
14:21:52,501,62,46.66666667,507,73,40,,,
14:21:53,507,61,43.33333333,506,73,40,,,
14:21:54,510,61,43.33333333,508,73,40,,,
14:21:55,511,60,43.33333333,509,73,40,,,
14:21:56,508,60,40,511,73,40,,,
14:21:57,508,61,40,510,73,40,,,
14:21:58,509,60,40,509,73,40,,,
14:21:59,509,61,36.66666667,505,73,40,,,
14:22:00,508,61,33.33333333,503,73,40,,,
14:22:01,510,61,33.33333333,501,73,40,,,
14:22:02,509,60,33.33333333,499,62,43.33333333,,,
14:22:03,513,60,30,501,62,43.33333333,,,
14:22:04,515,60,30,503,62,43.33333333,,,
14:22:05,511,59,30,502,62,43.33333333,,,
14:22:06,505,59,26.66666667,502,62,43.33333333,,,
14:22:07,502,58,23.33333333,501,62,43.33333333,,,
14:22:08,504,58,20,505,62,43.33333333,,,
14:22:09,506,58,20,514,62,40,,,
14:22:10,510,58,16.66666667,513,61,40,,,
14:22:11,513,58,13.33333333,514,61,40,,,
14:22:12,508,59,10,538,61,40,,,
14:22:13,506,59,10,532,61,40,,,
14:22:14,506,59,6.666666667,522,61,36.66666667,,,
14:22:15,508,59,6.666666667,512,61,33.33333333,,,
14:22:16,509,59,3.333333333,505,61,30,,,
14:22:17,508,66,3.333333333,505,61,30,,,
14:22:18,515,65,6.666666667,506,61,30,,,
14:22:19,520,65,10,505,61,30,,,
14:22:20,520,65,13.33333333,509,61,26.66666667,,,
14:22:21,518,65,13.33333333,510,62,26.66666667,,,
14:22:22,522,72,13.33333333,512,61,26.66666667,,,
14:22:23,523,72,16.66666667,513,61,23.33333333,,,
14:22:24,524,73,20,512,61,23.33333333,,,
14:22:25,521,70,20,509,61,23.33333333,,,
14:22:26,521,66,20,507,61,23.33333333,,,
14:22:27,512,67,20,507,61,20,,,
14:22:28,508,67,20,508,61,16.66666667,,,
14:22:29,512,68,20,508,61,13.33333333,,,
14:22:30,500,70,20,507,61,10,,,
14:22:31,503,68,20,506,61,10,,,
14:22:32,506,64,20,,,,,,
14:22:33,508,67,20,,,,,,
14:22:34,508,76,23.33333333,,,,,,
14:22:35,505,78,26.66666667,,,,,,
14:22:36,505,79,30,,,,,,
14:22:37,505,78,33.33333333,,,,,,
