Time,Emotion,Temperature,Humidity,discomfort
2:48:50,0.000000,24.600000,65.000000,72.7611
2:48:51,-1.000000,24.600000,65.000000,72.7611
2:48:52,-1.000000,24.700001,67.000000,73.10951
2:48:53,-1.000000,24.700001,67.000000,73.10951
2:48:54,-1.000000,24.600000,66.000000,72.86164
2:48:55,-1.000000,24.600000,66.000000,72.86164
2:48:56,-1.000000,24.600000,66.000000,72.86164
2:48:57,-1.000000,24.600000,66.000000,72.86164
2:48:58,-1.000000,24.600000,66.000000,72.86164
2:48:59,-1.000000,24.600000,66.000000,72.86164
2:49:0,-1.000000,24.600000,65.000000,72.7611
2:49:1,-1.000000,24.600000,65.000000,72.7611
2:49:2,-1.000000,24.600000,65.000000,72.7611
2:49:3,-1.000000,24.600000,65.000000,72.7611
2:49:4,-1.000000,24.500000,66.000000,72.7153
2:49:5,-1.000000,24.500000,66.000000,72.7153
2:49:6,-1.000000,24.500000,66.000000,72.7153
2:49:7,-1.000000,24.700001,66.000000,73.00798
2:49:8,-1.000000,24.700001,66.000000,73.00798
2:49:9,-1.000000,24.500000,65.000000,72.61575
2:49:10,-1.000000,24.500000,65.000000,72.61575
2:49:11,-1.000000,24.500000,65.000000,72.61575
2:49:12,-1.000000,24.600000,66.000000,72.86164
2:49:13,-1.000000,24.600000,66.000000,72.86164
2:49:14,-1.000000,24.600000,66.000000,72.86164
2:49:15,-1.000000,24.500000,65.000000,72.61575
2:49:16,-1.000000,24.500000,65.000000,72.61575
2:49:17,-1.000000,24.600000,65.000000,72.7611
2:49:18,-1.000000,24.600000,65.000000,72.7611
2:49:19,-1.000000,24.600000,65.000000,72.7611
2:49:20,53.333333,24.500000,66.000000,72.7153
2:49:21,53.333333,24.500000,66.000000,72.7153
2:49:22,53.333333,24.500000,65.000000,72.61575
2:49:23,50.000000,24.500000,65.000000,72.61575
2:49:24,50.000000,24.600000,66.000000,72.86164
2:49:25,53.333333,24.600000,66.000000,72.86164
2:49:26,56.666667,24.600000,66.000000,72.86164
2:49:27,60.000000,24.600000,66.000000,72.86164
2:49:28,60.000000,24.600000,66.000000,72.86164
2:49:29,56.666667,24.500000,65.000000,72.61575
2:49:30,56.666667,24.500000,65.000000,72.61575
2:49:31,56.666667,24.500000,66.000000,72.7153
2:49:32,53.333333,24.500000,66.000000,72.7153
2:49:33,50.000000,24.500000,66.000000,72.7153
2:49:34,50.000000,24.500000,66.000000,72.7153
