Time,Emotion,Temperature,Humidity,discomfort
1:58:30,0.000000,22.900000,77.000000,71.29467
1:58:31,-1.000000,22.900000,77.000000,71.29467
1:58:32,-1.000000,22.900000,77.000000,71.29467
1:58:33,-1.000000,22.900000,75.000000,71.12725
1:58:34,-1.000000,22.900000,75.000000,71.12725
1:58:35,-1.000000,22.900000,76.000000,71.21096
1:58:36,-1.000000,22.900000,76.000000,71.21096
1:58:37,-1.000000,22.900000,77.000000,71.29467
1:58:38,-1.000000,22.900000,77.000000,71.29467
1:58:39,-1.000000,22.900000,77.000000,71.29467
1:58:40,-1.000000,22.900000,77.000000,71.29467
1:58:41,-1.000000,22.900000,77.000000,71.29467
1:58:42,-1.000000,22.900000,77.000000,71.29467
1:58:43,-1.000000,22.900000,77.000000,71.29467
1:58:44,-1.000000,22.900000,77.000000,71.29467
1:58:45,-1.000000,22.900000,77.000000,71.29467
1:58:46,-1.000000,22.900000,77.000000,71.29467
1:58:47,-1.000000,22.799999,77.000000,71.137436
1:58:48,-1.000000,22.799999,77.000000,71.137436
1:58:49,-1.000000,22.900000,78.000000,71.37838
1:58:50,-1.000000,22.900000,78.000000,71.37838
1:58:51,-1.000000,22.900000,78.000000,71.37838
1:58:52,-1.000000,22.900000,78.000000,71.37838
1:58:53,-1.000000,22.900000,78.000000,71.37838
1:58:54,-1.000000,22.900000,78.000000,71.37838
1:58:55,-1.000000,22.799999,78.000000,71.22015
1:58:56,-1.000000,22.799999,78.000000,71.22015
1:58:57,-1.000000,22.799999,78.000000,71.22015
1:58:58,-1.000000,22.799999,78.000000,71.22015
1:58:59,-1.000000,22.799999,78.000000,71.22015
1:59:0,26.666667,22.799999,78.000000,71.22015
1:59:1,26.666667,22.799999,76.000000,71.05472
1:59:2,30.000000,22.799999,76.000000,71.05472
1:59:3,30.000000,22.799999,76.000000,71.05472
1:59:4,30.000000,22.799999,76.000000,71.05472
1:59:5,33.333333,22.799999,76.000000,71.05472
1:59:6,36.666667,22.700001,78.000000,71.06194
1:59:7,40.000000,22.700001,78.000000,71.06194
1:59:8,36.666667,22.700001,76.000000,70.89848
1:59:9,40.000000,22.700001,76.000000,70.89848
1:59:10,36.666667,22.700001,76.000000,70.89848
1:59:11,40.000000,22.799999,78.000000,71.22015
1:59:12,40.000000,22.799999,78.000000,71.22015
1:59:13,40.000000,22.700001,76.000000,70.89848
1:59:14,40.000000,22.700001,76.000000,70.89848
1:59:15,40.000000,22.799999,78.000000,71.22015
1:59:16,40.000000,22.799999,78.000000,71.22015
1:59:17,43.333333,22.799999,78.000000,71.22015
1:59:18,0.000000,22.700001,78.000000,71.06194
1:59:19,43.333333,22.700001,78.000000,71.06194
1:59:20,43.333333,22.700001,78.000000,71.06194
1:59:21,43.333333,22.700001,76.000000,70.89848
1:59:22,43.333333,22.700001,76.000000,70.89848
1:59:23,40.000000,22.700001,77.000000,70.98021
1:59:24,40.000000,22.700001,77.000000,70.98021
1:59:25,40.000000,22.700001,78.000000,71.06194
1:59:26,40.000000,22.700001,78.000000,71.06194
1:59:27,43.333333,22.799999,78.000000,71.22015
1:59:28,43.333333,22.799999,78.000000,71.22015
1:59:29,40.000000,22.799999,78.000000,71.22015
1:59:30,40.000000,22.700001,78.000000,71.06194
1:59:31,40.000000,22.700001,78.000000,71.06194
1:59:32,0.000000,22.700001,78.000000,71.06194
1:59:33,43.333333,22.700001,77.000000,70.98021
1:59:34,40.000000,22.700001,77.000000,70.98021
1:59:35,36.666667,22.700001,77.000000,70.98021
1:59:36,36.666667,22.700001,77.000000,70.98021
1:59:37,33.333333,22.700001,77.000000,70.98021
1:59:38,33.333333,22.700001,78.000000,71.06194
1:59:39,30.000000,22.700001,78.000000,71.06194
1:59:40,30.000000,22.700001,78.000000,71.06194
1:59:41,26.666667,22.700001,77.000000,70.98021
1:59:42,30.000000,22.700001,77.000000,70.98021
1:59:43,26.666667,22.700001,77.000000,70.98021
1:59:44,26.666667,22.700001,77.000000,70.98021
1:59:45,30.000000,22.700001,77.000000,70.98021
1:59:46,30.000000,22.700001,78.000000,71.06194
1:59:47,30.000000,22.700001,78.000000,71.06194
1:59:48,33.333333,22.600000,77.000000,70.82298
1:59:49,33.333333,22.600000,77.000000,70.82298
1:59:50,36.666667,22.700001,79.000000,71.14367
1:59:51,36.666667,22.700001,79.000000,71.14367
1:59:52,36.666667,22.700001,78.000000,71.06194
1:59:53,36.666667,22.700001,78.000000,71.06194
1:59:54,36.666667,22.700001,78.000000,71.06194
1:59:55,36.666667,22.700001,78.000000,71.06194
1:59:56,36.666667,22.700001,78.000000,71.06194
1:59:57,33.333333,22.700001,78.000000,71.06194
1:59:58,33.333333,22.700001,78.000000,71.06194
1:59:59,33.333333,22.700001,78.000000,71.06194
2:0:0,36.666667,22.600000,77.000000,70.82298
2:0:1,36.666667,22.600000,77.000000,70.82298
2:0:2,36.666667,22.600000,77.000000,70.82298
2:0:3,33.333333,22.600000,77.000000,70.82298
2:0:4,33.333333,22.600000,78.000000,70.90372
2:0:5,33.333333,22.600000,78.000000,70.90372
2:0:6,33.333333,22.600000,78.000000,70.90372
2:0:7,33.333333,22.600000,79.000000,70.98446
2:0:8,33.333333,22.600000,79.000000,70.98446
2:0:9,36.666667,22.600000,79.000000,70.98446
2:0:10,40.000000,22.600000,77.000000,70.82298
2:0:11,40.000000,22.600000,77.000000,70.82298
2:0:12,36.666667,22.500000,77.000000,70.66575
2:0:13,36.666667,22.500000,77.000000,70.66575
2:0:14,40.000000,22.600000,79.000000,70.98446
2:0:15,36.666667,22.600000,79.000000,70.98446
2:0:16,36.666667,22.600000,79.000000,70.98446
2:0:17,36.666667,22.600000,79.000000,70.98446
2:0:18,33.333333,22.600000,79.000000,70.98446
2:0:19,30.000000,22.600000,77.000000,70.82298
2:0:20,30.000000,22.600000,77.000000,70.82298
2:0:21,33.333333,22.600000,79.000000,70.98446
2:0:22,33.333333,22.600000,79.000000,70.98446
2:0:23,33.333333,22.600000,79.000000,70.98446
2:0:24,33.333333,22.600000,79.000000,70.98446
2:0:25,36.666667,22.600000,79.000000,70.98446
2:0:26,36.666667,22.500000,77.000000,70.66575
2:0:27,40.000000,22.500000,77.000000,70.66575
2:0:28,36.666667,22.500000,79.000000,70.82525
2:0:29,40.000000,22.500000,79.000000,70.82525
2:0:30,40.000000,22.500000,79.000000,70.82525
2:0:31,40.000000,22.500000,79.000000,70.82525
2:0:32,36.666667,22.500000,79.000000,70.82525
2:0:33,36.666667,22.500000,79.000000,70.82525
2:0:34,36.666667,22.500000,79.000000,70.82525
2:0:35,0.000000,22.600000,77.000000,70.82298
2:0:36,40.000000,22.600000,77.000000,70.82298
2:0:37,40.000000,22.600000,79.000000,70.98446
2:0:38,40.000000,22.600000,79.000000,70.98446
2:0:39,36.666667,22.600000,79.000000,70.98446
2:0:40,33.333333,22.600000,79.000000,70.98446
2:0:41,30.000000,22.600000,79.000000,70.98446
2:0:42,30.000000,22.500000,77.000000,70.66575
2:0:43,30.000000,22.500000,77.000000,70.66575
2:0:44,30.000000,22.500000,77.000000,70.66575
2:0:45,26.666667,22.600000,79.000000,70.98446
2:0:46,30.000000,22.600000,79.000000,70.98446
2:0:47,33.333333,22.500000,77.000000,70.66575
2:0:48,30.000000,22.500000,77.000000,70.66575
2:0:49,30.000000,22.600000,79.000000,70.98446
