Time,Signal,BPM,Emotion
18:2:33,603,60,16.666666666666664
18:2:34,508,60,16.666666666666664
18:2:35,494,61,16.666666666666664
18:2:36,514,62,16.666666666666664
18:2:37,498,63,13.333333333333334
18:2:38,497,63,13.333333333333334
18:2:39,501,63,16.666666666666664
18:2:40,508,62,16.666666666666664
18:2:41,511,62,13.333333333333334
18:2:42,508,62,13.333333333333334
18:2:43,509,62,13.333333333333334
18:2:44,503,61,13.333333333333334
18:2:45,493,61,13.333333333333334
18:2:46,491,60,13.333333333333334
18:2:47,501,60,13.333333333333334
18:2:48,499,61,13.333333333333334
18:2:49,531,63,16.666666666666664
18:2:50,549,64,16.666666666666664
18:2:51,532,64,16.666666666666664
18:2:52,503,63,20.0
18:2:53,499,63,16.666666666666664
18:2:54,500,63,16.666666666666664
18:2:55,501,62,16.666666666666664
18:2:56,501,62,13.333333333333334
18:2:57,502,62,10.0
18:2:58,502,61,10.0
18:3:0,507,60,10.0
18:3:1,541,60,10.0
18:3:2,499,61,13.333333333333334
18:3:3,506,62,13.333333333333334
18:3:4,506,61,13.333333333333334
18:3:5,503,61,16.666666666666664
18:3:6,503,61,16.666666666666664
18:3:7,507,62,16.666666666666664
18:3:8,514,62,20.0
18:3:9,509,63,20.0
18:3:10,505,62,23.333333333333332
18:3:11,504,62,20.0
18:3:12,503,61,20.0
18:3:13,503,61,23.333333333333332
18:3:14,504,61,23.333333333333332
18:3:15,503,62,23.333333333333332
18:3:16,510,65,26.666666666666668
18:3:17,503,67,30.0
18:3:18,529,81,30.0
18:3:19,503,84,33.33333333333333
18:3:20,500,85,36.666666666666664
18:3:21,504,86,36.666666666666664
18:3:22,507,89,36.666666666666664
18:3:23,510,95,36.666666666666664
18:3:24,536,95,40.0
18:3:25,506,97,40.0
18:3:26,516,113,43.333333333333336
18:3:27,502,116,46.666666666666664
18:3:28,494,105,50.0
18:3:29,501,107,50.0
18:3:30,497,102,50.0
18:3:31,502,93,53.333333333333336
18:3:32,499,84,53.333333333333336
18:3:33,500,80,53.333333333333336
18:3:34,500,73,53.333333333333336
18:3:35,501,69,50.0
18:3:36,564,67,50.0
18:3:37,487,66,53.333333333333336
18:3:38,502,65,50.0
18:3:39,503,66,46.666666666666664
18:3:40,559,68,50.0
18:3:41,495,70,50.0
18:3:42,508,71,46.666666666666664
18:3:43,500,71,50.0
18:3:44,499,69,53.333333333333336
18:3:45,502,68,53.333333333333336
18:3:46,508,67,50.0
18:3:47,512,66,50.0
18:3:48,513,64,46.666666666666664
18:3:49,514,63,43.333333333333336
18:3:50,517,61,43.333333333333336
18:3:51,502,60,43.333333333333336
18:3:52,494,60,43.333333333333336
18:3:53,500,60,40.0
18:3:54,501,61,40.0
18:3:55,501,61,36.666666666666664
18:3:56,499,61,33.33333333333333
18:3:57,500,61,33.33333333333333
18:3:58,501,62,33.33333333333333
18:3:59,502,62,33.33333333333333
18:4:0,502,61,30.0
18:4:1,500,61,26.666666666666668
18:4:2,497,61,26.666666666666668
18:4:3,499,61,26.666666666666668
18:4:4,540,61,26.666666666666668
18:4:5,533,61,26.666666666666668
18:4:6,566,61,23.333333333333332
18:4:7,516,62,23.333333333333332
