Time,Signal,BPM,Emotion
18:6:40,499,65,43.333333333333336
18:6:41,501,64,43.333333333333336
18:6:42,501,62,40.0
18:6:43,504,61,40.0
18:6:44,503,61,36.666666666666664
18:6:45,501,60,36.666666666666664
18:6:46,553,60,36.666666666666664
18:6:47,550,61,36.666666666666664
18:6:48,545,61,36.666666666666664
18:6:49,561,62,36.666666666666664
18:6:50,555,61,33.33333333333333
18:6:51,514,61,33.33333333333333
18:6:52,505,61,33.33333333333333
18:6:53,517,61,30.0
18:6:54,548,61,26.666666666666668
18:6:55,566,60,26.666666666666668
18:6:56,561,60,26.666666666666668
18:6:57,515,60,26.666666666666668
18:6:58,502,59,26.666666666666668
18:6:59,502,58,23.333333333333332
18:7:0,499,58,23.333333333333332
18:7:1,500,58,23.333333333333332
18:7:2,502,58,23.333333333333332
18:7:3,502,58,23.333333333333332
18:7:4,502,57,20.0
18:7:5,501,57,20.0
18:7:6,498,57,20.0
18:7:7,495,56,20.0
18:7:8,498,56,20.0
18:7:9,512,56,16.666666666666664
18:7:10,517,57,13.333333333333334
18:7:11,517,57,10.0
18:7:12,501,58,13.333333333333334
18:7:13,500,59,16.666666666666664
18:7:14,500,59,16.666666666666664
18:7:15,500,59,20.0
18:7:16,503,60,20.0
18:7:17,503,61,20.0
18:7:18,505,61,20.0
18:7:19,505,61,23.333333333333332
18:7:20,503,62,23.333333333333332
18:7:21,503,62,23.333333333333332
18:7:22,503,62,23.333333333333332
18:7:23,504,61,26.666666666666668
18:7:24,505,61,26.666666666666668
18:7:25,502,61,26.666666666666668
18:7:26,501,61,23.333333333333332
18:7:27,501,60,23.333333333333332
18:7:28,504,61,23.333333333333332
18:7:29,528,61,23.333333333333332
18:7:30,548,61,23.333333333333332
18:7:31,540,61,23.333333333333332
18:7:32,530,61,23.333333333333332
18:7:33,525,61,23.333333333333332
18:7:34,534,61,23.333333333333332
18:7:35,529,61,23.333333333333332
18:7:36,500,62,26.666666666666668
18:7:37,501,61,26.666666666666668
18:7:38,506,61,30.0
18:7:39,507,60,30.0
18:7:40,510,60,30.0
18:7:41,508,60,30.0
18:7:42,501,60,30.0
18:7:43,499,61,26.666666666666668
18:7:44,514,61,23.333333333333332
18:7:46,506,61,23.333333333333332
18:7:47,503,61,20.0
18:7:48,502,62,20.0
18:7:49,504,62,16.666666666666664
18:7:50,505,62,16.666666666666664
18:7:51,505,63,13.333333333333334
18:7:52,514,64,13.333333333333334
18:7:53,546,65,13.333333333333334
18:7:54,499,65,16.666666666666664
18:7:55,498,65,13.333333333333334
18:7:56,515,65,13.333333333333334
18:7:57,500,66,13.333333333333334
18:7:58,504,67,13.333333333333334
18:7:59,500,68,13.333333333333334
18:8:0,500,67,13.333333333333334
18:8:1,499,66,16.666666666666664
18:8:2,501,65,16.666666666666664
18:8:3,498,65,16.666666666666664
18:8:4,530,64,16.666666666666664
18:8:5,545,63,20.0
18:8:6,541,62,16.666666666666664
18:8:7,552,61,20.0
18:8:8,517,61,20.0
18:8:9,504,61,20.0
18:8:10,499,61,23.333333333333332
18:8:11,498,61,23.333333333333332
18:8:12,490,61,23.333333333333332
18:8:13,504,61,23.333333333333332
18:8:14,517,61,23.333333333333332
18:8:15,516,61,23.333333333333332
18:8:16,517,61,23.333333333333332
18:8:17,517,61,23.333333333333332
18:8:18,521,61,23.333333333333332
18:8:19,517,61,23.333333333333332
18:8:20,507,61,23.333333333333332
18:8:21,496,61,23.333333333333332
18:8:22,491,61,20.0
18:8:23,494,61,16.666666666666664
18:8:24,497,61,16.666666666666664
18:8:25,500,61,16.666666666666664
18:8:26,503,61,16.666666666666664
18:8:27,504,61,16.666666666666664
18:8:28,503,62,16.666666666666664
18:8:29,503,62,16.666666666666664
18:8:30,503,61,13.333333333333334
18:8:31,503,61,13.333333333333334
18:8:32,505,61,13.333333333333334
18:8:33,503,61,13.333333333333334
18:8:34,543,62,13.333333333333334
18:8:35,494,63,16.666666666666664
18:8:36,510,64,16.666666666666664
18:8:37,503,65,13.333333333333334
18:8:38,504,64,13.333333333333334
18:8:39,507,64,16.666666666666664
18:8:40,496,65,13.333333333333334
18:8:41,499,66,16.666666666666664
18:8:42,502,65,16.666666666666664
18:8:43,502,65,20.0
18:8:44,536,65,23.333333333333332
18:8:45,491,65,26.666666666666668
18:8:46,511,66,26.666666666666668
18:8:47,499,66,26.666666666666668
18:8:48,500,67,30.0
18:8:49,501,66,33.33333333333333
18:8:50,505,65,33.33333333333333
18:8:51,507,65,33.33333333333333
18:8:52,505,64,33.33333333333333
18:8:53,498,63,33.33333333333333
18:8:54,500,63,36.666666666666664
18:8:55,501,62,36.666666666666664
18:8:56,503,61,36.666666666666664
18:8:57,504,61,36.666666666666664
18:8:58,503,61,36.666666666666664
18:8:59,503,61,36.666666666666664
18:9:0,504,61,36.666666666666664
18:9:1,504,61,36.666666666666664
18:9:2,501,62,36.666666666666664
18:9:3,553,63,36.666666666666664
18:9:4,571,62,33.33333333333333
18:9:5,571,62,33.33333333333333
18:9:6,565,62,33.33333333333333
18:9:7,552,62,33.33333333333333
18:9:8,559,62,30.0
18:9:9,523,62,26.666666666666668
18:9:10,499,63,30.0
18:9:11,503,63,30.0
18:9:12,493,63,30.0
18:9:13,495,63,26.666666666666668
18:9:14,495,62,26.666666666666668
18:9:15,493,62,23.333333333333332
18:9:16,498,62,23.333333333333332
18:9:17,498,62,23.333333333333332
18:9:18,496,62,20.0
18:9:19,503,63,20.0
18:9:20,505,63,20.0
18:9:21,506,64,20.0
18:9:22,513,65,20.0
18:9:23,494,66,20.0
18:9:24,503,68,16.666666666666664
18:9:25,557,71,16.666666666666664
18:9:26,514,73,16.666666666666664
