Time,Emotion,Temperature,Humidity,discomfort
16:52:27,0.000000,nan,nan,NaN
16:52:28,-1.000000,nan,nan,NaN
16:52:29,0.000000,nan,nan,NaN
16:52:30,0.000000,nan,nan,NaN
16:52:31,0.000000,nan,nan,NaN
16:52:32,-1.000000,nan,nan,NaN
16:52:33,0.000000,nan,nan,NaN
16:52:34,0.000000,nan,nan,NaN
16:52:35,0.000000,nan,nan,NaN
16:52:36,-1.000000,nan,nan,NaN
16:52:37,0.000000,nan,nan,NaN
16:52:38,0.000000,nan,nan,NaN
16:52:39,0.000000,nan,nan,NaN
16:52:40,0.000000,nan,nan,NaN
16:52:41,0.000000,nan,nan,NaN
16:52:42,0.000000,nan,nan,NaN
16:52:43,-1.000000,nan,nan,NaN
16:52:44,0.000000,nan,nan,NaN
16:52:45,0.000000,nan,nan,NaN
16:52:46,0.000000,nan,nan,NaN
16:52:47,-1.000000,nan,nan,NaN
16:52:48,0.000000,nan,nan,NaN
16:52:49,0.000000,nan,nan,NaN
16:52:50,0.000000,nan,nan,NaN
16:52:51,-1.000000,nan,nan,NaN
16:52:52,0.000000,nan,nan,NaN
16:52:53,0.000000,nan,nan,NaN
16:52:54,0.000000,nan,nan,NaN
16:52:55,-1.000000,nan,nan,NaN
16:52:56,0.000000,nan,nan,NaN
16:52:57,0.000000,nan,nan,NaN
16:52:58,0.000000,nan,nan,NaN
16:52:59,-1.000000,nan,nan,NaN
16:53:0,0.000000,nan,nan,NaN
16:53:1,0.000000,nan,nan,NaN
16:53:2,0.000000,nan,nan,NaN
16:53:3,-1.000000,nan,nan,NaN
16:53:4,0.000000,nan,nan,NaN
16:53:5,0.000000,nan,nan,NaN
16:53:6,0.000000,nan,nan,NaN
16:53:7,-1.000000,nan,nan,NaN
16:53:8,0.000000,nan,nan,NaN
16:53:9,0.000000,nan,nan,NaN
16:53:10,0.000000,nan,nan,NaN
16:53:11,-1.000000,nan,nan,NaN
16:53:12,0.000000,nan,nan,NaN
16:53:13,0.000000,nan,nan,NaN
16:53:14,0.000000,nan,nan,NaN
16:53:15,-1.000000,nan,nan,NaN
16:53:16,0.000000,nan,nan,NaN
16:53:17,0.000000,nan,nan,NaN
16:53:18,0.000000,nan,nan,NaN
16:53:19,-1.000000,nan,nan,NaN
16:53:20,0.000000,nan,nan,NaN
16:53:21,0.000000,nan,nan,NaN
16:53:22,0.000000,nan,nan,NaN
16:53:23,-1.000000,nan,nan,NaN
16:53:24,0.000000,nan,nan,NaN
16:53:25,0.000000,nan,nan,NaN
16:53:26,0.000000,nan,nan,NaN
16:53:27,0.000000,nan,nan,NaN
16:53:28,0.000000,nan,nan,NaN
16:53:29,-1.000000,nan,nan,NaN
16:53:30,0.000000,nan,nan,NaN
16:53:31,0.000000,nan,nan,NaN
16:53:32,0.000000,nan,nan,NaN
16:53:33,0.000000,nan,nan,NaN
16:53:34,0.000000,nan,nan,NaN
16:53:35,-1.000000,nan,nan,NaN
16:53:36,0.000000,nan,nan,NaN
16:53:37,0.000000,nan,nan,NaN
16:53:38,0.000000,nan,nan,NaN
16:53:39,-1.000000,nan,nan,NaN
16:53:40,0.000000,22.400000,76.000000,70.429756
16:53:41,0.000000,22.400000,76.000000,70.429756
16:53:42,0.000000,22.400000,76.000000,70.429756
16:53:43,-1.000000,22.500000,78.000000,70.7455
16:53:44,0.000000,22.500000,78.000000,70.7455
16:53:45,0.000000,22.500000,78.000000,70.7455
16:53:46,0.000000,22.400000,76.000000,70.429756
16:53:47,-1.000000,22.400000,76.000000,70.429756
16:53:48,0.000000,22.299999,76.000000,70.27351
16:53:49,0.000000,22.299999,76.000000,70.27351
16:53:50,0.000000,22.299999,78.000000,70.42906
16:53:51,-1.000000,22.299999,78.000000,70.42906
16:53:52,0.000000,22.299999,78.000000,70.42906
16:53:53,0.000000,22.400000,78.000000,70.58728
16:53:54,0.000000,22.400000,78.000000,70.58728
16:53:55,-1.000000,22.299999,76.000000,70.27351
